hand	tableId	playerCount	heroPosition	villainPosition	openerPosition	foldedPositions	activePositions	maxLivePlayers	heroHole	villainHole	board	heroAction	villainAction	heroNet	modelId	archetype	streetsPlayed	heroActions	villainActions	outcome
1	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7d7h	6s8s	3c 6d 4h 7s Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Raise:2.50|Call|Raise:2.50|Call	tie
2	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2h2s	5h7h	7c Qc 4d 7d 8d	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Call|Raise:2.50	tie
3	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c3d	Th9s	Ac 2d Jh 2s 3s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Call|Raise:2.50|Call|Call|Fold	tie
4	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ad5s	8c7s	2c Qc Jd Th Js	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Raise:2.50|Call|Call|Call|Call|Call	tie
5	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8dJs	TcTd	Jc 5d 3h Ah 3s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Raise:2.50|Fold|Fold|Call|Fold|Fold	tie
6	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8cQd	6s8s	3d 6d Td Ad Js	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Call|Call|Call|Call	tie
7	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdQs	9cAh	8d Qd 5h 8h Ks	Raise:2.50	Raise:2.50	-13.5000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	4	Raise:2.50|Call|Call|Call	Raise:2.50|Call|Call|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Call	loss
8	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5d6s	6c3s	2c Jc Qc 4h Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Fold|Raise:2.50|Fold|Fold|Call	tie
9	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9cTd	3dJs	4c 6c 8d Qd 6h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Fold|Call|Fold|Fold|Call	tie
10	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9d8s	6dAh	2c 8d Td 5s 6s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Raise:2.50|Raise:2.50|Call|Call	tie
11	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2dAd	TdQh	3d 4d 6d 6h 9h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Call|Fold|Fold	tie
12	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9hKs	4cTs	9d 5h 6h Th 6s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Raise:2.50|Call|Call|Call	tie
13	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2c5d	Jc5h	8c 2d Td 8s 9s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Call|Call|Raise:2.50|Raise:2.50	tie
14	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Kh5s	5c8d	3c 3d 9d Ad 2h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Raise:2.50|Call|Call|Fold|Fold	tie
15	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KsAs	7c6h	9c Qh 2s 7s 8s	Raise:2.50	Call	94.5000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	4	Raise:2.50|Call|Call|Call	Call|Call|Fold|Call|Raise:2.50|Call|Call|Call|Call|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Call	win
16	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Kc5d	8c4d	Ac 3d 6d 4h 9h	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Call|Call|Call|Raise:2.50	tie
17	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8dTd	JcAs	Kc 9d Qd 2s 9s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Fold|Call|Call	tie
18	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qc4h	2sJs	9d Qd 9h Kh 8s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Raise:2.50|Call|Raise:2.50|Call	tie
19	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8cTd	4dAs	9c 6d 6h 9s Ts	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Raise:2.50|Call|Fold|Call	tie
20	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ah2s	TdTh	3c Ac 5d Ad Qh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Call|Raise:2.50|Fold|Fold	tie
21	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Tc6d	3c4s	8c 5d Qd 2h 8h	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Fold|Raise:2.50|Call|Fold|Call|Raise:2.50	tie
22	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2c9d	6cKh	5c Jc 9h Th Ts	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Raise:2.50|Call|Call|Call|Call	tie
23	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Jd5s	8cQc	Tc Td Jh 4s As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Raise:2.50|Call|Call|Call	tie
24	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5dJs	Jd9h	9c Ac 2d Jh 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Fold|Fold|Fold|Call|Call	tie
25	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9d2h	JdAd	7c Qc 7h Kh 3s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Call|Call|Call|Call	tie
26	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6cAh	7h3s	4c 3d 5d 9h Js	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Call|Call|Call|Call|Call	tie
27	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3sTs	2d4d	Jc Kc 5d 6h 8h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Call|Fold|Fold	tie
28	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8c2s	6cAc	3d 2h 6h Jh As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Raise:2.50|Call|Call|Call|Call	tie
29	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2s9s	9h8s	Qc 7d Kh 3s 6s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Call|Call|Call|Raise:2.50	tie
30	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5h4s	4d5s	6d Jd 8h Ah Js	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Raise:2.50|Call|Call|Raise:2.50	tie
31	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9c4h	JdKs	Kc 5d Jh Kh 9s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Call|Call|Fold|Call|Call	tie
32	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	JdAs	3hJs	3d 5d 5h Jh 8s	Raise:2.50	Call	-13.5000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	4	Raise:2.50|Call|Call|Call	Call|Raise:2.50|Call|Call|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Call	loss
33	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Td5h	TcJd	4c 3d 4d 3h 5s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Raise:2.50|Call	tie
34	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4sTs	Qc7s	Jc 5d 6h Ah As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Call|Raise:2.50|Call|Call	tie
35	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7d3h	Jh6s	3c Ad 7s 8s Ks	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Raise:2.50|Raise:2.50|Call|Call|Call	tie
36	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Kh9s	3sAs	8c 4d Jd Qs Ks	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Raise:2.50|Call	tie
37	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2cQs	3cJh	7d 2h 7s 8s Js	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Raise:2.50|Call|Call|Call	tie
38	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5d7d	3dAh	6d Qd Kd 4h Js	Raise:2.50	Fold	58.5000	hall-bootstrap-uniform	Tag	4	Raise:2.50|Call|Call|Call|Call	Fold|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Fold|Call|Fold|Check|Raise:2.50|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Check|Raise:2.50|Call|Call|Fold	win
39	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2c4h	Jd3h	6d 6h 7h Ah Ks	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Raise:2.50|Call|Raise:2.50	tie
40	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3sAs	9hTh	2d Jd 6s 9s Js	Raise:2.50	Call	-6.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	2	Raise:2.50|Fold	Call|Raise:2.50|Call|Call|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call	loss
41	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3sQs	JhKh	5c 7c Kc Js As	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Raise:2.50|Call|Call|Call|Fold	tie
42	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4sQs	3c9c	7c 8c 5h 9h Qh	Call	Call	-1.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	2	Call|Fold	Call|Call|Call|Call|Fold|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Fold|Call	loss
43	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4d7s	7d6s	6c Kc 2h 4h 3s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Fold|Raise:2.50|Call|Fold|Fold|Raise:2.50	tie
44	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9cKh	AcAd	2c Kc Kd 2s 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Fold|Call|Call	tie
45	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qc4h	Jh3s	2h 6h Kh 2s As	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Call|Raise:2.50	tie
46	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4d8h	2hTs	2c 3c 9c 6d 4s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Call|Call	tie
47	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7sTs	Td2h	2c 3c Kc 2d Jh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Raise:2.50|Call|Fold|Fold	tie
48	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3d4d	5d3s	6c 7c Jd Kh 8s	Raise:2.50	Call	-11.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	4	Raise:2.50|Call|Call|Call|Fold	Call|Call|Call|Call|Call|Call|Call|Fold|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Check|Raise:2.50|Fold|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Fold	loss
49	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Jc5s	5d4s	6c Tc Qd Kd 2s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Call|Call|Raise:2.50|Raise:2.50|Fold	tie
50	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Td5s	Ah3s	Qc Qd 2h Jh Qs	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Call|Raise:2.50|Fold|Raise:2.50|Call	tie
51	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qh5s	Qc3h	9c 7d 8h 9s Qs	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Fold|Fold|Raise:2.50	tie
52	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9dQh	2s3s	2c 4c 6s Ts Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Call|Call|Call|Call	tie
53	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c3d	Jd2h	2c Qc 6d 9d 9h	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Call|Call|Call|Call	tie
54	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	KdTh	5d7h	4c 3d Qd 4s As	Raise:2.50	Raise:2.50	-8.5000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	3	Raise:2.50|Call|Fold	Raise:2.50|Fold|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call	loss
55	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4hKs	5c8s	Jc 2h 9h 2s Qs	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Fold|Fold|Raise:2.50|Fold|Call|Raise:2.50	tie
56	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4c2d	4h4s	3c 4d 5d Td 7h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Call|Call|Raise:2.50|Fold	tie
57	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6c5s	2s7s	7c 4d 7d 8h Js	Call	Call	-1.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Call|Fold	Call|Call|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Raise:2.50|Call|Call|Call	loss
58	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	QcQs	KdQh	9d Td 2h Kh 9s	Raise:2.50	Call	-11.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	4	Raise:2.50|Call|Call|Fold	Call|Raise:2.50|Call|Call|Call|Fold|Call|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Fold|Raise:2.50|Call|Call|Fold|Call|Call|Raise:2.50|Call|Call|Call|Call	loss
59	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5cTd	2d5h	Tc Ac 6h 4s 9s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Call|Call|Call|Raise:2.50	tie
60	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4h2s	QsAs	6c Tc 2d 9h 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Raise:2.50|Raise:2.50|Call|Call	tie
61	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2h9h	3c6c	7c 8c 8d 3h 9s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Call|Call|Call|Call	tie
62	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7d3s	4c2h	7c Tc Kc Kd 6h	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Raise:2.50|Call|Raise:2.50|Call|Call	tie
63	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3dQd	Qc9d	2c 2d Qh Kh 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Raise:2.50|Fold|Fold|Call|Raise:2.50	tie
64	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9d4h	8cKc	Qc Ac 8d Jh 5s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Raise:2.50|Raise:2.50|Fold|Call|Call|Fold	tie
65	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Jd9h	3h2s	Kd 8h 8s Js Qs	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Call|Fold|Raise:2.50|Call|Raise:2.50	tie
