hand	heroPosition	heroHole	board	winningsChips	winningsBb	decisions	villainObservations	action
348	Button	2h9s	Qh8s3c	250	2.500	2	3	b250c/kb250f
349	BigBlind	6d7s	AcTc2d3dTh	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
350	Button	Qd2s	Ad9s4h2hTd	-10000	-100.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb5000c
351	BigBlind	3dTh	As7h4s	300	3.000	2	3	b200b300c/b300f
352	Button	3c9d	Th6h4s	250	2.500	2	3	b250c/kb250f
353	BigBlind	Td6h	KsTh7c	300	3.000	2	3	b200b300c/b450f
354	Button	Ad9h	Qd8d7c	300	3.000	2	3	b300c/kb450f
355	BigBlind	KcAd	KsQdTcJs	5050	50.500	4	5	b200b450c/b700b1950b4600c/b7600f
356	Button	3cTd	KdJs8d5dTc	-20000	-200.000	6	8	b250b750b1250c/kb1250c/kb2500c/kb7500b15000c
357	BigBlind	4hJs	Ah9c5s2sAc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
358	Button	Ac7h	QhJhTs4d5d	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
359	BigBlind	AdAh		200	2.000	1	2	b200b450f
360	Button	7cKd		100	1.000	1	1	b300f
361	BigBlind	8c2s	9d7h2d	3300	33.000	3	4	b200b300b1800b3300c/b4950f
362	Button	3d5d	6h4d2c	250	2.500	2	3	b250c/kb400f
363	BigBlind	4d7s	7d3h3cKh6s	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
364	Button	QcAh		900	9.000	2	2	b300b900b1800f
365	BigBlind	6c8d	Ts8c3d2d4d	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
366	Button	Qc4s		100	1.000	1	1	b250f
367	BigBlind	5h6s	9d4h2d	300	3.000	2	3	b200b300c/b300f
368	Button	4hJh		100	1.000	1	1	b250f
369	BigBlind	TcAc	Js7c5h4s3c	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
370	Button	AdTh	Td9d5s	300	3.000	2	3	b300c/kb450f
371	BigBlind	2h5s		200	2.000	1	2	b200b300f
372	Button	7h3s	Qd9c8s9h	1500	15.000	3	5	b250c/kb250c/b1000b2000f
373	BigBlind	5h4s		50	0.500	0	1	f
374	Button	6d5s	Kh3d2s	250	2.500	2	3	b250c/kb250f
375	BigBlind	Ad2s	Th7c5c8s4c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
376	Button	5c4d	Ac7h2d	1250	12.500	3	4	b250b750b1250c/kb1250f
377	BigBlind	QcQh	Th2h2c	450	4.500	2	3	b200b450c/b700f
378	Button	QhTs		100	1.000	1	1	b300f
379	BigBlind	Tc5h	AcTs8c	300	3.000	2	3	b200b300c/b300f
380	Button	Kc2h		750	7.500	2	2	b250b750b1500f
381	BigBlind	Kc2s		50	0.500	0	1	f
382	Button	8sJs	9h7c6sTh	750	7.500	3	5	b300c/kb450c/kb1150f
383	BigBlind	3h5h	Kc9c5s3c6s	1500	15.000	4	5	b200b300c/b300c/b900c/b2250f
384	Button	5cQs	9d6s5s4s	3000	30.000	4	6	b250c/kb400c/kb1000b2350b5850f
385	BigBlind	Jd6s		200	2.000	1	2	b200b300f
386	Button	KhAh		100	1.000	1	1	b300f
387	BigBlind	8dKh	Js7d4c3h9h	-7200	-72.000	6	6	b200b300c/b300c/b600b1800b3000c/b3600b16400f
388	Button	2s8s	Jc7s2dAd5h	1650	16.500	4	7	b250c/kb400c/kb1000c/kb1650f
389	BigBlind	KcJh		200	2.000	1	2	b200b450f
390	Button	ThAs		100	1.000	1	1	b300f
391	BigBlind	9hAs	5s5d4d	450	4.500	2	3	b200b450c/b700f
392	Button	3sJs		100	1.000	1	1	b250f
393	BigBlind	2hAh	4h4d2s7c	750	7.500	3	4	b200b300c/b450c/b1150f
394	Button	6d8s	Jc9s3d6sTc	9000	90.000	5	8	b250c/kb250c/kb750c/kb1900b7750b16850f
395	BigBlind	9h4s	Qs7d3h	300	3.000	2	3	b200b300c/b300f
396	Button	3hJs	9s4d3c	250	2.500	2	3	b250c/kb400f
397	BigBlind	4sJs	QsTs5s	300	3.000	2	3	b200b300c/b450f
398	Button	3cKc		100	1.000	1	1	b300f
399	BigBlind	TcQc		200	2.000	1	2	b200b450f
400	Button	Kc3s		100	1.000	1	1	b300f
401	BigBlind	2cTc		200	2.000	1	2	b200b300f
402	Button	7h8h	AcKh5c7cKd	6250	62.500	5	8	b250b750b1250c/kb1250c/kb3750c/kb9400f
403	BigBlind	Td5h	KcQh8sJh4d	3600	36.000	5	6	b200b300c/b300c/b600b1800b3000c/b3600f
404	Button	Qc2d	AdKdJs5c	650	6.500	3	5	b250c/kb400c/kb650f
405	BigBlind	Ah8s		200	2.000	1	2	b200b450f
406	Button	4c6d	AsAdKd	250	2.500	2	3	b250c/kb250f
407	BigBlind	JcAh	Tc9s5d4h9h	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
408	Button	2hQh		100	1.000	1	1	b250f
409	BigBlind	5c8c		50	0.500	0	1	f
410	Button	4d6h	Kc9h6c	250	2.500	2	3	b250c/kb400f
411	BigBlind	6c7h	9h8h3s3dKd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
412	Button	Ad2s	Qs8s2c	300	3.000	2	3	b300c/kb450f
413	BigBlind	7dAh	Qh7h5cKc	1150	11.500	3	4	b200b450c/b700c/b1750f
414	Button	9c6s	QsQhJh4s	500	5.000	3	5	b250c/kb250c/kb500f
415	BigBlind	4cJd	Td6s3h3d	600	6.000	3	4	b200b300c/b300c/b600f
416	Button	4cAc		100	1.000	1	1	b300f
417	BigBlind	7sAs	9h9d6c8hQh	2300	23.000	4	5	b200b450c/b700c/b1150c/b2300f
418	Button	Kc4h		100	1.000	1	1	b300f
419	BigBlind	Kd5h		200	2.000	1	2	b200b300f
420	Button	JdAh	7h5h4c	600	6.000	2	3	b300c/b300b1000f
421	BigBlind	7c3s	As9s7s	300	3.000	2	3	b200b300c/b450f
422	Button	6dQd		100	1.000	1	1	b300f
423	BigBlind	Kd3h	Qc8h6s	300	3.000	2	3	b200b300c/b300f
424	Button	2d4h	AdQdTd8s9c	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
425	BigBlind	Kd9h	8s6d2dTd5c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
426	Button	3hJs	Ts6s4d2cQd	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
427	BigBlind	Ah5s	9c8d2s	300	3.000	2	3	b200b300c/b300f
428	Button	Kh4s		100	1.000	1	1	b300f
429	BigBlind	8c4h	Ah9d6h	300	3.000	2	3	b200b300c/b300f
430	Button	4c4s	9d7c4d2s7d	4750	47.500	4	7	b300c/kb450c/kb1150c/kb2850c
431	BigBlind	6h9h	KdKc2c2d	600	6.000	3	4	b200b300c/b300c/b600f
432	Button	Qd8s		100	1.000	1	1	b300f
433	BigBlind	AcKs	5d5c4s7dKd	2900	29.000	4	5	b200b450c/b700c/b1750c/b4350f
434	Button	5cJc	9h8h8d	250	2.500	2	3	b250c/kb250f
435	BigBlind	2dAd		200	2.000	1	2	b200b300f
436	Button	2dKd		100	1.000	1	1	b300f
437	BigBlind	Td8h	9s8d4c8s	2650	26.500	4	5	b200b300c/b450b900b2350c/b4000f
438	Button	3h6h	QsQh4h7d9d	-7000	-70.000	5	8	b250b750b1250c/b250b500c/kb1750c/kb3500c
439	BigBlind	6cJh		50	0.500	0	1	f
440	Button	7c2d	AdKd5c	500	5.000	2	3	b250c/b250b500f
441	BigBlind	6d2s	Js6h6c4sKs	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
442	Button	5d4h		100	1.000	1	1	b250f
443	BigBlind	6d9s	9c4c2c	300	3.000	2	3	b200b300c/b450f
444	Button	Kd4s	Qd9s3h	300	3.000	2	3	b300c/kb300f
445	BigBlind	6cAc		1800	18.000	2	3	b200b450b1800b3500f
446	Button	6cQh	KcJh7sQd5h	-3750	-37.500	4	7	b300c/kb300c/kb900c/kb2250c
447	BigBlind	2dAd		50	0.500	0	1	f
448	Button	QcKh	9s9c6hTdKd	9000	90.000	5	8	b300b900b1800c/kb2700c/kb4500c/kb11000f
449	BigBlind	5d8h		200	2.000	1	2	b200b300f
450	Button	Ac7s	As9h4h	300	3.000	2	3	b300c/kb450f
451	BigBlind	4dAd		200	2.000	1	2	b200b450f
452	Button	JcKd	9h9c2d	300	3.000	2	3	b300c/kb450f
453	BigBlind	Jh8s	Tc7d3h	300	3.000	2	3	b200b300c/b300f
454	Button	Jh3s	9h5s2d6c	3000	30.000	4	6	b250b750b1250c/b250b500c/b1250b2500f
455	BigBlind	9sKs	KdQdJs8d	1150	11.500	3	4	b200b450c/b700c/b1750f
456	Button	9cTh	KhQc6s4d4h	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
457	BigBlind	2h6s	Qd5s4h	300	3.000	2	3	b200b300c/b300f
458	Button	3cTh		100	1.000	1	1	b250f
459	BigBlind	7dTh	9d6c5c	300	3.000	2	3	b200b300c/b300f
460	Button	2c8h		100	1.000	1	1	b250f
461	BigBlind	Jd2s		50	0.500	0	1	f
462	Button	2d6s		100	1.000	1	1	b250f
463	BigBlind	2cJs		50	0.500	0	1	f
464	Button	3c8c	Jd6h4h9c	1500	15.000	3	5	b250c/kb250c/b1000b2000f
465	BigBlind	Qc3d	Ad6s6dTs2c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
466	Button	8h4s	AsAh8s7dTd	-20000	-200.000	4	5	b250b750b1250b6750b12250c/b1250b7750c//
467	BigBlind	QsAs	Ad8s6c	450	4.500	2	3	b200b450c/b700f
468	Button	4c7d	AdJd2d	1250	12.500	3	4	b250b750b1250c/kb1250f
469	BigBlind	QsKs	Qc7c4s	450	4.500	2	3	b200b450c/b700f
470	Button	JsQs		100	1.000	1	1	b300f
471	BigBlind	5hTs	KsJcTh	300	3.000	2	3	b200b300c/b300f
472	Button	7hJh	7s6d3s9hKc	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
473	BigBlind	KhQs	QcJh8h	450	4.500	2	3	b200b450c/b700f
474	Button	Th7s	QsQd5s9d3s	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
475	BigBlind	8dQh	Kc6h3h	300	3.000	2	3	b200b300c/b300f
476	Button	Qh5s	KsJd9h	250	2.500	2	3	b250c/kb250f
477	BigBlind	KcKd	Td9d7d6h	5050	50.500	4	5	b200b450c/b700b1950b4600c/b7600f
478	Button	AcJs	Qs7s4d	300	3.000	2	3	b300c/kb450f
479	BigBlind	7cTc		50	0.500	0	1	f
480	Button	3dKh	7h5c2s	1800	18.000	3	4	b300b900b1800c/kb1800f
481	BigBlind	3c3h	Ah8s4s	3300	33.000	3	4	b200b300b1800b3300c/b3300f
482	Button	7d4h	AcTd9c	500	5.000	2	3	b250c/b250b500f
483	BigBlind	AcKh	Td7d4d7c2s	-20000	-200.000	5	5	b200b450c/b450c/b900b2700b4500b19100c/
484	Button	2d9s	8c7s5d6dKc	2150	21.500	4	7	b250c/kb250c/b500b1650c/kb3250f
485	BigBlind	4hQh	Kh9c7s8cQd	1200	12.000	4	5	b200b300c/b300c/b600c/b1800f
486	Button	2cAc		100	1.000	1	1	b300f
487	BigBlind	5d8h	Tc6h4d5sJc	-20000	-200.000	6	6	b200b300c/b300b1500b2700c/b4500c/b7500b12500c
488	Button	Qh8s		100	1.000	1	1	b300f
489	BigBlind	9sJs	Jc5c4s	300	3.000	2	3	b200b300c/b450f
490	Button	2cAs		900	9.000	2	2	b300b900b1800f
491	BigBlind	2h4s		200	2.000	1	2	b200b300f
492	Button	6d2s		750	7.500	2	2	b250b750b1250f
493	BigBlind	4dQd	5h3s3c5s6c	-12000	-120.000	5	6	b200b300c/b300b1500b2700c/b3000c/b6000c
494	Button	6c9c	9d6s2c	250	2.500	2	3	b250c/kb400f
495	BigBlind	9hJs	Jd6d5c7d4s	-20000	-200.000	5	6	b200b300c/b450b2400b5000c/b7950c/b6750c
496	Button	Jd6h	Kd9d3d	1250	12.500	3	4	b250b750b1250c/kb1900f
497	BigBlind	Jh9s	KsQhJs7d8c	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
498	Button	6c8c		100	1.000	1	1	b250f
499	BigBlind	AdTs		50	0.500	0	1	f
500	Button	7dJh	Kc9s5sKhTc	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
501	BigBlind	5d2h	Qh7s4h	300	3.000	2	3	b200b300c/b300f
502	Button	Ac9h	As6s6c	300	3.000	2	3	b300c/kb450f
503	BigBlind	8c7d	Ac2s2c	300	3.000	2	3	b200b300c/b300f
504	Button	3hTs	9s9d8c	250	2.500	2	3	b250c/kb250f
505	BigBlind	9cJh	7c6h4h	1200	12.000	3	4	b200b300c/b300b900b1500f
506	Button	TcTh		100	1.000	1	1	b300f
507	BigBlind	JhKs	AhQh5s	450	4.500	2	3	b200b450c/b450f
508	Button	8c7s	AhKh2sKc	750	7.500	3	5	b250c/b250b500c/kb750f
509	BigBlind	Jc2d	AsKsKh9h	600	6.000	3	4	b200b300c/b300c/b600f
510	Button	7c8h	Jc7s3s4h	650	6.500	3	5	b250c/kb400c/kb1000f
511	BigBlind	6d7s		200	2.000	1	2	b200b300f
512	Button	5c9d	AsJsJc	1250	12.500	3	4	b250b750b1250c/kb1250f
513	BigBlind	9d8h	7h4c2hKd	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
514	Button	Ad2s		100	1.000	1	1	b300f
515	BigBlind	9d8s	JsJh3s	300	3.000	2	3	b200b300c/b300f
516	Button	5dQh	Ks9c7h	1500	15.000	3	4	b250c/kb250b1250b2250f
517	BigBlind	3hTs	9s5h5d8hJs	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
518	Button	5hTh	Ad9h9d	250	2.500	2	3	b250c/kb250f
519	BigBlind	6sAs		200	2.000	1	2	b200b450f
520	Button	8dKs	Jd7s4c3c4s	-20000	-200.000	4	5	b300b900b1800c/kb1800b10350b18200c//
521	BigBlind	Kd9h	KsKc9d	300	3.000	2	3	b200b300c/b450f
522	Button	ThAs	KhKd4s4cAc	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
523	BigBlind	Jh3s	AsTc7d6hQc	-19200	-192.000	5	6	b200b300c/b300b2400b4500c/b4800c/b9600c
524	Button	Tc7h		750	7.500	2	2	b250b750b1250f
525	BigBlind	4dTd	KcQdThJh5d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
526	Button	3dKd	Qc6d2s	300	3.000	2	3	b300c/kb300f
527	BigBlind	8cAd	7c5c2d6c8s	-7250	-72.500	4	5	b200b450c/b700c/b1750c/b4350c
528	Button	Jc2h		100	1.000	1	1	b250f
529	BigBlind	3h4h	Js6c5c	300	3.000	2	3	b200b300c/b300f
530	Button	JcTd		100	1.000	1	1	b300f
531	BigBlind	9dJs		1800	18.000	2	3	b200b300b1800b3300f
532	Button	3c4s		100	1.000	1	1	b250f
533	BigBlind	4d4h	QdTs6s	300	3.000	2	3	b200b300c/b300f
534	Button	6hJh	KhKd5c8s	500	5.000	3	5	b250c/kb250c/kb500f
535	BigBlind	TsJs	9h9c6h7h6s	-7200	-72.000	6	6	b200b300c/b300b900b1500c/b1800c/b3600b16400f
536	Button	9cQd		100	1.000	1	1	b300f
537	BigBlind	6h8s	Td4c2d8d2c	3000	30.000	4	5	b200b300c/b300c/b600c/b1800c
538	Button	5cKh		100	1.000	1	1	b300f
539	BigBlind	Qd8s		200	2.000	1	2	b200b300f
540	Button	4cTh	QsJh2c	250	2.500	2	3	b250c/kb250f
541	BigBlind	5h9h		200	2.000	1	2	b200b300f
542	Button	6cJh	AsKs6h	2250	22.500	3	4	b250b750b1250c/b1000b3650f
543	BigBlind	9cAd	8d5c2s	450	4.500	2	3	b200b450c/b450f
544	Button	7hKs	Ah7d3h3s3c	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
545	BigBlind	Qc7s		50	0.500	0	1	f
546	Button	3d8h	Jc3c2h	250	2.500	2	3	b250c/kb400f
547	BigBlind	QdKh		200	2.000	1	2	b200b450f
548	Button	9h5s	AdKh4d	250	2.500	2	3	b250c/kb250f
549	BigBlind	2d9d	Ks8d3h3s	600	6.000	3	4	b200b300c/b300c/b600f
550	Button	7sTs		100	1.000	1	1	b250f
551	BigBlind	Kd6s	Qs8h7d	300	3.000	2	3	b200b300c/b300f
552	Button	KdAs	AhQd5c	300	3.000	2	3	b300c/kb450f
553	BigBlind	3d5s	TsTd9sJc	600	6.000	3	4	b200b300c/b300c/b600f
554	Button	5h7h	Ad8h5c	250	2.500	2	3	b250c/kb400f
555	BigBlind	AcAh	Tc6d4hAd	1150	11.500	3	4	b200b450c/b700c/b1750f
556	Button	3dKs		100	1.000	1	1	b300f
557	BigBlind	9d7h	Qs9s7cAcQd	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
558	Button	2dTh	8c6c2c8s3s	3150	31.500	4	7	b250c/kb250c/kb750c/kb1900c
559	BigBlind	Jd9s		50	0.500	0	1	f
560	Button	3dAd	QsJh8cKd	2400	24.000	4	6	b300c/kb300c/kb600b1800b3000f
561	BigBlind	5hAs	3c2h2c	300	3.000	2	3	b200b300c/b450f
562	Button	Kd8h		100	1.000	1	1	b300f
563	BigBlind	7cKs	Tc9d3c	1800	18.000	3	4	b200b300c/b300b1500b2700f
564	Button	7cJh	8c4h4dJc	2500	25.000	4	6	b250b750b1250c/kb1250c/kb3750f
565	BigBlind	Ah4s	Kc7h6d	300	3.000	2	3	b200b300c/b300f
566	Button	Th8s	Ad4c3c9dJs	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
567	BigBlind	5c6s	9h2h2dTs4h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
568	Button	Jc7s	AhQsTh	250	2.500	2	3	b250c/kb250f
569	BigBlind	8h2s	AsQs2dJc4d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
570	Button	9c4s		750	7.500	2	2	b250b750b1250f
571	BigBlind	6dQd	Ac9h6sQh4s	1500	15.000	4	5	b200b300c/b300c/b900c/b2250f
572	Button	4sQs	9h6d4d6c2c	-20000	-200.000	4	6	b300b900b1800c/b900b4300c/b4700b13900c/
573	BigBlind	Jc2h	AcJh9hTs	3700	37.000	4	5	b200b300c/b450b1500b3400c/b3700f
574	Button	6c8c		100	1.000	1	1	b250f
575	BigBlind	3c3d	KdQc5dJs	600	6.000	3	4	b200b300c/b300c/b600f
576	Button	5d8d	QcJc4dKd	500	5.000	3	5	b250c/kb250c/kb500f
577	BigBlind	3cAc	Tc4s2dQc6c	10800	108.000	5	6	b200b300c/b450c/b750c/b2250b9300b18500f
578	Button	Td7h	Ks8c7c	250	2.500	2	3	b250c/kb400f
579	BigBlind	3dTd	9d8c2s	300	3.000	2	3	b200b300c/b300f
580	Button	Qc9d		100	1.000	1	1	b300f
581	BigBlind	Jc5h	QcTs4dKd	600	6.000	3	4	b200b300c/b300c/b600f
582	Button	4c2s	Ac9s6cTs5s	-4500	-45.000	4	7	b250c/b250b500c/b750b1500c/kb2250c
583	BigBlind	Tc8s	Qh5c4d9sAc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
584	Button	9dAs		100	1.000	1	1	b300f
585	BigBlind	Ac3s	9s9c5cTd	600	6.000	3	4	b200b300c/b300c/b600f
586	Button	2cQc	Js9h8cQd	3000	30.000	4	6	b300c/kb300b1500b2700c/kb4500f
587	BigBlind	Kc4s		200	2.000	1	2	b200b300f
588	Button	AdTh	Kh4d2d	300	3.000	2	3	b300c/kb450f
589	BigBlind	3dAd	Jd6h4d	450	4.500	2	3	b200b450c/b700f
590	Button	Th2s	Ks3s2hJh6h	-2600	-26.000	4	7	b250c/kb400c/kb650c/kb1300c
591	BigBlind	TcJd	AhAd9c	300	3.000	2	3	b200b300c/b300f
592	Button	6sJs	AcQs6c	250	2.500	2	3	b250c/kb400f
593	BigBlind	6sQs	Kd8d4d5cAd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
594	Button	2d6s	Qs5s3d	250	2.500	2	3	b250c/kb250f
595	BigBlind	9cTd	Th9d3d4d	4000	40.000	4	5	b200b300c/b450c/b1150b3250b7700f
596	Button	7dKs	8c6s5h7s8h	12150	121.500	5	8	b300c/kb450c/kb750c/kb2250b10650b18500f
597	BigBlind	3d3s	Qd9c5s	300	3.000	2	3	b200b300c/b300f
598	Button	Ad2h		900	9.000	2	2	b300b900b1800f
599	BigBlind	9d6s		200	2.000	1	2	b200b300f
600	Button	6d5h		100	1.000	1	1	b250f
601	BigBlind	2h2s		50	0.500	0	1	f
602	Button	8c6s	Kd8s3cQh5h	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
603	BigBlind	6dQd		200	2.000	1	2	b200b300f
604	Button	9hKs	Jd8h5d4c6d	-20000	-200.000	5	6	b300c/b300b600c/kb900b4500b8100b19100c/
605	BigBlind	Jd5h	QsQc8s	300	3.000	2	3	b200b300c/b300f
606	Button	Tc4h	Qd9s2d	250	2.500	2	3	b250c/kb250f
607	BigBlind	4cTd	Ks8d2cQsKd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
608	Button	Kc7h	9h8s8hAd5h	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
609	BigBlind	9c2h	Qs9s5c	300	3.000	2	3	b200b300c/b450f
610	Button	2h6h		750	7.500	2	2	b250b750b1250f
611	BigBlind	8h8s		200	2.000	1	2	b200b450f
612	Button	6sKs	5h4h3h	1200	12.000	3	4	b300c/kb300b900b1500f
613	BigBlind	4sAs		200	2.000	1	2	b200b450f
614	Button	2d7d		750	7.500	2	2	b250b750b1250f
615	BigBlind	3d4d	KcTs2s4h6d	-20000	-200.000	5	5	b200b300c/b300c/b600b3000b5400b19400c/
616	Button	3cTs	KhTc3s	250	2.500	2	3	b250c/kb400f
617	BigBlind	3d9h		-3300	-33.000	3	3	b200b300b1800b3300b20000f
618	Button	8dTd		100	1.000	1	1	b300f
619	BigBlind	3d7s	QsTs7d	300	3.000	2	3	b200b300c/b300f
620	Button	2cKc	AdKd5h	300	3.000	2	3	b300c/kb450f
621	BigBlind	3cJd	Th2h2d7d	600	6.000	3	4	b200b300c/b300c/b600f
622	Button	4d6h	Ts3c2hAh2d	0	0.000	4	7	b250c/kb250c/kb500c/b1000b2000c
623	BigBlind	6cJs	Jh3h3d	300	3.000	2	3	b200b300c/b450f
624	Button	7dJd		100	1.000	1	1	b300f
625	BigBlind	7s8s	Jd4s4h6dJs	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
626	Button	4cQc	9s6h4sTdKd	-3000	-30.000	4	7	b300c/kb450c/kb750c/kb1500c
627	BigBlind	Kc3s	KdTc5s	300	3.000	2	3	b200b300c/b450f
628	Button	2dQd	Qs6h2s	250	2.500	2	3	b250c/kb400f
629	BigBlind	5hQh		200	2.000	1	2	b200b300f
630	Button	9c4s		100	1.000	1	1	b250f
631	BigBlind	7dTs	Jd9d2d	3300	33.000	3	4	b200b300b1800b3300c/b3300f
632	Button	5c4s	Kc6c2s	1250	12.500	3	4	b250b750b1250c/kb1250f
633	BigBlind	8dTs		200	2.000	1	2	b200b300f
634	Button	QdJs	Jh3s2c8c	750	7.500	3	5	b300c/kb450c/kb1150f
635	BigBlind	AcQd	Ks6c2s	450	4.500	2	3	b200b450c/b700f
636	Button	9cAs	Qd7s4c	300	3.000	2	3	b300c/kb300f
637	BigBlind	9c3s		50	0.500	0	1	f
638	Button	JhKs	Th7d4s5c8c	-7200	-72.000	5	8	b300c/kb300c/kb600b1800b3000c/kb3600c
639	BigBlind	Qd5h	QsTc2c	300	3.000	2	3	b200b300c/b450f
640	Button	9hKh	Ad5d5cJs7h	-3000	-30.000	4	7	b300c/kb450c/kb750c/kb1500c
641	BigBlind	6hKh	Kc9s7s	300	3.000	2	3	b200b300c/b450f
642	Button	7c9d		100	1.000	1	1	b250f
643	BigBlind	3cTc		200	2.000	1	2	b200b300f
644	Button	9c2s	Kc9h3d6s3c	7900	79.000	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850f
645	BigBlind	Kd4s		200	2.000	1	2	b200b300f
646	Button	5s6s	AsTs8c4h	500	5.000	3	5	b250c/kb250c/kb500f
647	BigBlind	Qd3s	QsJc2d7c	750	7.500	3	4	b200b300c/b450c/b1150f
648	Button	3c9c		100	1.000	1	1	b250f
649	BigBlind	3c5c	5h3d2s	300	3.000	2	3	b200b300c/b450f
650	Button	8d9d	9c7h3d	300	3.000	2	3	b300c/kb450f
651	BigBlind	9cAs	Ks9d8d6sJc	-7250	-72.500	4	5	b200b450c/b700c/b1750c/b4350c
652	Button	3sJs		100	1.000	1	1	b250f
653	BigBlind	5h6h	KhTh9h2h6s	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
654	Button	ThKh		100	1.000	1	1	b300f
655	BigBlind	5cAc		200	2.000	1	2	b200b450f
656	Button	5cTs	7d6h3c	250	2.500	2	3	b250c/kb250f
657	BigBlind	2cKs	8c6d4s3dQc	-12000	-120.000	6	6	b200b300c/b300c/b600b3000b5400c/b6000b14000f
658	Button	7dQh		100	1.000	1	1	b300f
659	BigBlind	5h5s	Js6d3d5c2c	20000	200.000	4	5	b200b450b1800b3500c/b5250c/b11250c/
660	Button	4d5s	9d5h5dKc	650	6.500	3	5	b250c/kb400c/kb1000f
661	BigBlind	2cAh		200	2.000	1	2	b200b300f
662	Button	TcKs	Js5d2hQs	600	6.000	3	5	b300c/kb300c/kb600f
663	BigBlind	AdTh	Kd9d5dJh8d	5750	57.500	4	5	b200b450c/b700c/b1150c/b3450c
664	Button	6cAs		100	1.000	1	1	b300f
665	BigBlind	7c5s		50	0.500	0	1	f
666	Button	6c4h	KcQdJh8d	500	5.000	3	5	b250c/kb250c/kb500f
667	BigBlind	Qc9h	9s9d8h	300	3.000	2	3	b200b300c/b450f
668	Button	6c6s		100	1.000	1	1	b300f
669	BigBlind	5d5s		200	2.000	1	2	b200b450f
670	Button	KdAs		900	9.000	2	2	b300b900b1800f
671	BigBlind	4c2s	Jc8h5h2d	600	6.000	3	4	b200b300c/b300c/b900f
672	Button	QhTs		900	9.000	2	2	b300b900b1800f
673	BigBlind	7hKs	Ad8d6h2d	600	6.000	3	4	b200b300c/b300c/b600f
674	Button	9c8d		750	7.500	2	2	b250b750b1250f
675	BigBlind	AdAh		200	2.000	1	2	b200b450f
676	Button	Ac4d		100	1.000	1	1	b300f
677	BigBlind	ThKs	Ac8c5hJsAs	20000	200.000	4	4	b200b450b1800b3500c/b3500b16500c//
678	Button	4hJs	Jd9c2s	250	2.500	2	3	b250c/kb400f
679	BigBlind	3d3h		50	0.500	0	1	f
680	Button	5cKc	4s3h2h	1800	18.000	3	4	b300b900b1800c/kb2700f
681	BigBlind	QdAd	QcJs6d	450	4.500	2	3	b200b450c/b700f
682	Button	4c4h		100	1.000	1	1	b300f
683	BigBlind	5dAs	8h7c4h	300	3.000	2	3	b200b300c/b300f
684	Button	Tc3d	AdKd5hQs	500	5.000	3	5	b250c/kb250c/kb500f
685	BigBlind	Td2h	KdQdTc	300	3.000	2	3	b200b300c/b300f
686	Button	4dJs	Jd8h6c	250	2.500	2	3	b250c/kb400f
687	BigBlind	3c5h	AdJh8h	300	3.000	2	3	b200b300c/b300f
688	Button	AcJh		100	1.000	1	1	b300f
689	BigBlind	Qd2h	Qs5c4s	300	3.000	2	3	b200b300c/b450f
690	Button	4hTs	AcKd9h	250	2.500	2	3	b250c/kb250f
691	BigBlind	7dTs		200	2.000	1	2	b200b300f
692	Button	4dTs		100	1.000	1	1	b250f
